ID,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,Target,FLAG_CAR,FLAG_REALTY
5148672,1,8100000,Commercial associate,Incomplete higher,Civil marriage,Office apartment,-17922,-3455,1,0,0,0,Security staff,30,-38,0,0,1,1
5125443,1,8100000,Commercial associate,Higher education,Married,House / apartment,-18365,-4456,1,1,1,1,,30,0,0,0,1,1
5148669,1,8100000,Commercial associate,Incomplete higher,Civil marriage,Office apartment,-17922,-3455,1,0,0,0,Security staff,30,0,C,0,1,1
5125440,1,8100000,Commercial associate,Higher education,Married,House / apartment,-18365,-4456,1,1,1,1,,30,0,0,0,1,1
5125441,1,8100000,Commercial associate,Higher education,Married,House / apartment,-18365,-4456,1,1,1,1,,30,0,C,0,1,1
5125445,1,8100000,Commercial associate,Higher education,Married,House / apartment,-18365,-4456,1,1,1,1,,30,-32,X,0,1,1
5090217,0,8100000,Commercial associate,Incomplete higher,Married,House / apartment,-15375,-6518,1,0,0,0,Managers,20,0,X,0,1,1
5125444,1,8100000,Commercial associate,Higher education,Married,House / apartment,-18365,-4456,1,1,1,1,,30,-1,0,0,1,1
5067655,0,7875000,State servant,Higher education,Married,House / apartment,-17203,-1431,1,0,0,1,Managers,20,0,0,0,0,1
5067653,0,7875000,State servant,Higher education,Married,House / apartment,-17203,-1431,1,0,0,1,Managers,20,0,0,0,0,1
5067654,0,7875000,State servant,Higher education,Married,House / apartment,-17203,-1431,1,0,0,1,Managers,20,0,X,0,0,1
5067656,0,7875000,State servant,Higher education,Married,House / apartment,-17203,-1431,1,0,0,1,Managers,20,-10,X,0,0,1
5067652,0,7875000,State servant,Higher education,Married,House / apartment,-17203,-1431,1,0,0,1,Managers,20,0,0,0,0,1
5114257,0,7650000,Working,Higher education,Married,House / apartment,-16503,-1138,1,0,1,0,Managers,20,0,0,0,1,0
5114260,0,7650000,Working,Higher education,Married,House / apartment,-16503,-1138,1,0,1,0,Managers,20,0,0,0,1,0
5114264,0,7650000,Working,Higher education,Married,House / apartment,-16503,-1138,1,0,1,0,Managers,20,0,C,0,1,0
5114258,0,7650000,Working,Higher education,Married,House / apartment,-16503,-1138,1,0,1,0,Managers,20,-1,X,0,1,0
5009094,1,7650000,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Managers,30,0,0,0,1,1
5009095,1,7650000,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Managers,30,0,0,0,1,1
5114263,0,7650000,Working,Higher education,Married,House / apartment,-16503,-1138,1,0,1,0,Managers,20,-17,X,0,1,0
5009092,1,7650000,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Managers,30,0,1,1,1,1
5114262,0,7650000,Working,Higher education,Married,House / apartment,-16503,-1138,1,0,1,0,Managers,20,0,X,0,1,0
5115823,0,7425000,Pensioner,Higher education,Separated,House / apartment,-21792,365243,1,0,0,0,,10,0,C,0,1,1
5115827,0,7425000,Pensioner,Higher education,Separated,House / apartment,-21792,365243,1,0,0,0,,10,0,C,0,1,1
5115825,0,7425000,Pensioner,Higher education,Separated,House / apartment,-21792,365243,1,0,0,0,,10,0,0,0,1,1
5115826,0,7425000,Pensioner,Higher education,Separated,House / apartment,-21792,365243,1,0,0,0,,10,-3,C,0,1,1
5115824,0,7425000,Pensioner,Higher education,Separated,House / apartment,-21792,365243,1,0,0,0,,10,0,C,0,1,1
5048505,0,7200000,State servant,Higher education,Widow,House / apartment,-15031,-5422,1,1,1,0,Core staff,10,0,X,0,1,1
5139881,0,7200000,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,10,-7,C,0,1,1
5048503,0,7200000,State servant,Higher education,Widow,House / apartment,-15031,-5422,1,1,1,0,Core staff,10,-11,X,0,1,1
5022504,1,7200000,Commercial associate,Higher education,Married,House / apartment,-16722,-2223,1,0,0,1,Managers,30,0,0,0,0,1
5139883,0,7200000,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,10,0,X,0,1,1
5139880,0,7200000,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,10,0,C,0,1,1
5048506,0,7200000,State servant,Higher education,Widow,House / apartment,-15031,-5422,1,1,1,0,Core staff,10,0,C,0,1,1
5139874,0,7200000,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,10,0,0,0,1,1
5139878,0,7200000,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,10,-20,C,0,1,1
5139882,0,7200000,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,10,0,0,0,1,1
5022505,1,7200000,Commercial associate,Higher education,Married,House / apartment,-16722,-2223,1,0,0,1,Managers,30,0,C,0,0,1
5139873,0,7200000,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,10,0,0,0,1,1
5048507,0,7200000,State servant,Higher education,Widow,House / apartment,-15031,-5422,1,1,1,0,Core staff,10,-22,X,0,1,1
5139879,0,7200000,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,10,0,C,0,1,1
5024870,0,7200000,Commercial associate,Higher education,Separated,House / apartment,-23298,-154,1,0,0,0,Managers,10,0,C,0,1,1
5048511,0,7200000,State servant,Higher education,Widow,House / apartment,-15031,-5422,1,1,1,0,Core staff,10,-26,X,0,1,1
5139877,0,7200000,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,10,0,C,0,1,1
5048502,0,7200000,State servant,Higher education,Widow,House / apartment,-15031,-5422,1,1,1,0,Core staff,10,-10,X,0,1,1
5022506,1,7200000,Commercial associate,Higher education,Married,House / apartment,-16722,-2223,1,0,0,1,Managers,30,0,C,0,0,1
5054280,0,7163235,State servant,Secondary / secondary special,Single / not married,With parents,-9377,-2433,1,0,0,0,Laborers,10,-4,C,0,0,0
5054279,0,7163235,State servant,Secondary / secondary special,Single / not married,With parents,-9377,-2433,1,0,0,0,Laborers,10,-6,X,0,0,0
5018418,2,6975000,Commercial associate,Higher education,Separated,House / apartment,-14184,-5295,1,0,0,0,Sales staff,30,0,X,0,1,1
5018417,2,6975000,Commercial associate,Higher education,Separated,House / apartment,-14184,-5295,1,0,0,0,Sales staff,30,0,X,0,1,1
5067518,0,6750000,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,20,0,C,0,0,1
5067521,0,6750000,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,20,0,0,0,0,1
5029053,2,6750000,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,1,0,0,0,Core staff,40,0,C,0,1,1
5066394,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15944,-1467,1,0,1,0,,30,-31,C,0,0,1
5125897,0,6750000,Pensioner,Higher education,Married,House / apartment,-21721,365243,1,0,0,0,,20,-22,C,0,1,1
5067523,0,6750000,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,20,0,X,0,0,1
5018448,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,30,0,C,0,0,1
5146150,0,6750000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14480,-3718,1,0,1,0,,20,0,X,0,1,1
5146149,0,6750000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14480,-3718,1,0,1,0,,20,0,X,0,1,1
5066400,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15944,-1467,1,0,1,0,,30,0,C,0,0,1
5021202,0,6750000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18802,-913,1,0,0,0,,20,-22,0,0,1,1
5018450,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,30,-8,C,0,0,1
5018444,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,30,0,0,0,0,1
5112627,0,6750000,Commercial associate,Higher education,Married,House / apartment,-19698,-4441,1,0,1,0,Managers,20,0,C,0,0,1
5090166,1,6750000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15452,-860,1,0,0,0,Security staff,20,0,5,1,0,1
5067514,0,6750000,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,20,0,C,0,0,1
5045055,2,6750000,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,1,0,1,0,Drivers,40,-44,X,0,0,1
5112628,0,6750000,Commercial associate,Higher education,Married,House / apartment,-19698,-4441,1,0,1,0,Managers,20,0,C,0,0,1
5050567,1,6750000,Working,Secondary / secondary special,Married,Municipal apartment,-17157,-4549,1,0,1,1,Managers,30,0,C,0,1,0
5125214,0,6750000,Commercial associate,Higher education,Married,House / apartment,-17754,-1109,1,1,1,1,Managers,20,-6,C,0,0,1
5100155,3,6750000,Working,Secondary / secondary special,Married,House / apartment,-13808,-1831,1,0,0,0,Managers,50,-3,C,0,1,0
5095291,1,6750000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16511,-673,1,0,0,0,Core staff,30,0,C,0,0,1
5029057,2,6750000,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,1,0,0,0,Core staff,40,0,C,0,1,1
5045062,2,6750000,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,1,0,1,0,Drivers,40,-7,X,0,0,1
5066404,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15944,-1467,1,0,1,0,,30,0,C,0,0,1
5126566,0,6750000,Commercial associate,Higher education,Single / not married,House / apartment,-16500,-1535,1,0,0,0,Managers,10,0,X,0,1,0
5018446,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,30,0,C,0,0,1
5067522,0,6750000,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,20,0,X,0,0,1
5066398,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15944,-1467,1,0,1,0,,30,-35,C,0,0,1
5018493,1,6750000,Working,Higher education,Married,House / apartment,-16338,-4654,1,1,1,0,Managers,30,0,0,0,1,1
5125900,0,6750000,Pensioner,Higher education,Married,House / apartment,-21721,365243,1,0,0,0,,20,-3,C,0,1,1
5036134,0,6750000,Commercial associate,Higher education,Married,House / apartment,-18196,-2472,1,1,0,0,Managers,20,0,C,0,1,1
5112629,0,6750000,Commercial associate,Higher education,Married,House / apartment,-19698,-4441,1,0,1,0,Managers,20,0,C,0,0,1
5096963,0,6750000,Commercial associate,Higher education,Married,House / apartment,-18126,-948,1,0,1,0,Managers,20,0,C,0,1,0
5125898,0,6750000,Pensioner,Higher education,Married,House / apartment,-21721,365243,1,0,0,0,,20,-32,C,0,1,1
5029052,2,6750000,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,1,0,0,0,Core staff,40,0,C,0,1,1
5067517,0,6750000,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,20,0,C,0,0,1
5021196,0,6750000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18802,-913,1,0,0,0,,20,-7,X,0,1,1
5018445,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,30,0,0,0,0,1
5010470,0,6750000,State servant,Higher education,Married,House / apartment,-11912,-2200,1,0,0,0,High skill tech staff,20,0,0,0,1,1
5025080,0,6750000,Commercial associate,Higher education,Separated,House / apartment,-15733,-6486,1,1,1,0,Core staff,10,0,C,0,1,0
5125219,0,6750000,Commercial associate,Higher education,Married,House / apartment,-17754,-1109,1,1,1,1,Managers,20,0,C,0,0,1
5045058,2,6750000,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,1,0,1,0,Drivers,40,-48,X,0,0,1
5067525,0,6750000,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,20,0,C,0,0,1
5126565,0,6750000,Commercial associate,Higher education,Single / not married,House / apartment,-16500,-1535,1,0,0,0,Managers,10,0,C,0,1,0
5118629,3,6750000,Working,Secondary / secondary special,Married,House / apartment,-13808,-1831,1,0,0,0,Managers,50,0,C,0,1,0
5021203,0,6750000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18802,-913,1,0,0,0,,20,0,X,0,1,1
5067515,0,6750000,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,20,0,C,0,0,1
5066388,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15944,-1467,1,0,1,0,,30,0,C,0,0,1
5050568,1,6750000,Working,Secondary / secondary special,Married,Municipal apartment,-17157,-4549,1,0,1,1,Managers,30,-12,C,0,1,0
5125218,0,6750000,Commercial associate,Higher education,Married,House / apartment,-17754,-1109,1,1,1,1,Managers,20,0,C,0,0,1
5010468,0,6750000,State servant,Higher education,Married,House / apartment,-11912,-2200,1,0,0,0,High skill tech staff,20,0,C,0,1,1
5125217,0,6750000,Commercial associate,Higher education,Married,House / apartment,-17754,-1109,1,1,1,1,Managers,20,0,C,0,0,1
5021205,0,6750000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18802,-913,1,0,0,0,,20,0,X,0,1,1
5018452,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,30,0,C,0,0,1
5089311,1,6750000,Commercial associate,Higher education,Married,House / apartment,-10885,-1039,1,1,0,0,Sales staff,30,0,C,0,0,0
5045054,2,6750000,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,1,0,1,0,Drivers,40,-19,X,0,0,1
5050569,1,6750000,Working,Secondary / secondary special,Married,Municipal apartment,-17157,-4549,1,0,1,1,Managers,30,0,0,0,1,0
5029060,2,6750000,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,1,0,0,0,Core staff,40,0,C,0,1,1
5018495,1,6750000,Working,Higher education,Married,House / apartment,-16338,-4654,1,1,1,0,Managers,30,-7,C,0,1,1
5125899,0,6750000,Pensioner,Higher education,Married,House / apartment,-21721,365243,1,0,0,0,,20,0,C,0,1,1
5090317,0,6750000,Working,Secondary / secondary special,Married,House / apartment,-16678,-7192,1,0,0,0,Managers,20,0,C,0,1,0
5029058,2,6750000,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,1,0,0,0,Core staff,40,0,0,0,1,1
5116353,1,6750000,Commercial associate,Higher education,Single / not married,Office apartment,-21681,-4234,1,0,0,0,Managers,20,0,C,0,1,0
5029056,2,6750000,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,1,0,0,0,Core staff,40,-10,C,0,1,1
5029051,2,6750000,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,1,0,0,0,Core staff,40,0,C,0,1,1
5018447,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,30,-22,0,0,0,1
5066390,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15944,-1467,1,0,1,0,,30,0,X,0,0,1
5067526,0,6750000,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,20,0,C,0,0,1
5045061,2,6750000,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,1,0,1,0,Drivers,40,-13,X,0,0,1
5114458,2,6750000,Working,Secondary / secondary special,Married,House / apartment,-18605,-224,1,0,0,0,Sales staff,40,0,X,0,1,1
5066402,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15944,-1467,1,0,1,0,,30,0,C,0,0,1
5067829,2,6750000,Working,Higher education,Married,House / apartment,-13567,-1175,1,0,0,0,HR staff,40,0,C,0,1,1
5018451,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,30,0,C,0,0,1
5125215,0,6750000,Commercial associate,Higher education,Married,House / apartment,-17754,-1109,1,1,1,1,Managers,20,0,C,0,0,1
5125896,0,6750000,Pensioner,Higher education,Married,House / apartment,-21721,365243,1,0,0,0,,20,-13,C,0,1,1
5029062,2,6750000,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,1,0,0,0,Core staff,40,0,C,0,1,1
5116354,1,6750000,Commercial associate,Higher education,Single / not married,Office apartment,-21681,-4234,1,0,0,0,Managers,20,0,C,0,1,0
5029059,2,6750000,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,1,0,0,0,Core staff,40,0,C,0,1,1
5066391,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15944,-1467,1,0,1,0,,30,0,C,0,0,1
5112626,0,6750000,Commercial associate,Higher education,Married,House / apartment,-19698,-4441,1,0,1,0,Managers,20,0,C,0,0,1
5010472,0,6750000,State servant,Higher education,Married,House / apartment,-11912,-2200,1,0,0,0,High skill tech staff,20,-13,X,0,1,1
5045065,2,6750000,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,1,0,1,0,Drivers,40,0,0,0,0,1
5067524,0,6750000,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,20,0,1,1,0,1
5067516,0,6750000,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,20,0,C,0,0,1
5029061,2,6750000,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,1,0,0,0,Core staff,40,0,C,0,1,1
5018492,1,6750000,Working,Higher education,Married,House / apartment,-16338,-4654,1,1,1,0,Managers,30,0,0,0,1,1
5116355,1,6750000,Commercial associate,Higher education,Single / not married,Office apartment,-21681,-4234,1,0,0,0,Managers,20,0,0,0,1,0
5066399,1,6750000,Commercial associate,Higher education,Married,House / apartment,-15944,-1467,1,0,1,0,,30,-21,C,0,0,1
5114457,2,6750000,Working,Secondary / secondary special,Married,House / apartment,-18605,-224,1,0,0,0,Sales staff,40,0,X,0,1,1
5045059,2,6750000,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,1,0,1,0,Drivers,40,-44,X,0,0,1
